Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat
Mateo Kovacic,CFC,hr,26,M(CL),178,78,21(11),1745,-,2,3,-,0.9,92,0.3,-,1.4,0.3,0.6,-,0.6,0.8,0.1,-,0.8,1.3,1,-,1.2,0.8,45.9,-,0.9,0.2,6.65
Callum Hudson-Odoi,CFC,eng,19,AM(LR),182,76,4(6),391,-,1,-,-,0.6,86,0.2,-,0.8,0.3,0.1,-,-,0.2,-,-,0.9,1.2,0.6,0.3,0.7,1.1,20.7,0.6,0.4,-,6.65
Kepa Arrizabalaga,CFC,es,26,GK,189,84,36,3240,-,-,2,-,-,85.4,0.2,1,-,-,-,-,0.4,-,-,-,-,-,0.1,-,-,-,27.9,-,5.2,-,6.63
Emerson,CFC,it,26,"D(L),M(L)",176,63,7(3),660,-,-,-,-,0.5,89.9,0.5,-,1.4,0.8,0.8,0.2,0.8,0.4,0.1,-,0.5,1,0.6,-,0.9,0.8,43.6,0.3,0.6,0.1,6.59
Álvaro Morata,CFC,es,27,"AM(L),FW",190,84,11(5),943,5,-,3,-,2.2,76.9,1.1,-,0.5,-,1.2,-,0.4,0.4,0.1,-,0.4,0.4,1,1.3,1.4,1.8,14.3,-,0.3,-,6.56
Olivier Giroud,CFC,fr,34,FW,192,93,7(20),834,2,4,1,-,1.2,68.2,1.4,-,0.1,0.1,0.4,-,0.2,0.1,-,-,0.7,0.1,0.2,0.2,0.2,0.8,9.7,-,0.2,-,6.43
Davide Zappacosta,CFC,it,28,"D(R),M(LR)",185,70,1(3),125,-,-,-,-,0.5,80,0.8,-,-,0.8,0.5,-,1,0.3,-,-,0.3,0.5,0.3,-,0.5,0.5,18.8,-,0.5,-,6.39
Cesc Fàbregas,CFC,es,33,"M(CL),FW",180,77,1(5),176,-,-,1,-,0.2,86.5,0.3,-,1,0.2,0.2,-,-,0.7,0.2,-,0.5,-,0.5,-,0.3,0.3,32.2,-,1.3,0.5,6.28
Gary Cahill,CFC,eng,34,D(C),193,86,0(2),22,-,-,-,-,-,88.9,0.5,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,-,-,9,-,-,-,6.12
Victor Moses,CFC,ng,29,M(CLR),177,79,0(2),26,-,-,-,-,-,76.9,-,-,-,-,0.5,-,-,-,-,-,0.5,-,0.5,-,1,0.5,6.5,-,-,-,5.96
Alexandre Lacazette,AFC,fr,29,"M(LR),FW",175,73,27(8),2507,13,8,2,-,2.3,74.2,1.3,4,1,0.4,1.5,-,0.8,0.7,-,-,0.9,1.3,1.5,0.7,1.7,2,22,0.1,0.5,0.1,7.17
Pierre-Emerick Aubameyang,AFC,ga,31,"M(CLR),FW",187,80,30(6),2733,22,5,-,-,2.6,74,0.9,4,0.6,0.2,0.4,-,0.5,0.6,-,-,0.9,0.8,0.6,0.6,0.9,1.7,19.2,0.3,0.3,-,7.10
Shkodran Mustafi,AFC,de,28,D(CR),184,82,31,2617,2,-,9,-,0.6,81.9,4,2,2,1.9,1.4,0.7,5.2,0.3,0.5,-,0.2,0.3,0.3,0.1,0.2,0.4,56.9,-,3.2,0.1,7.05
Petr Cech,AFC,cz,38,GK,196,90,7,588,-,-,-,-,-,68.3,0.3,1,0.1,-,-,-,1,-,-,-,-,-,0.3,-,-,-,32,-,5.4,-,7.05
Granit Xhaka,AFC,ch,28,M(C),185,82,29,2502,4,2,10,-,1,85.3,1.8,4,1.8,1.2,1.6,0.2,1.9,1.2,0.3,-,1.4,0.2,1.8,-,0.6,0.6,77.4,1.1,5.5,0.1,7.03
Nacho Monreal,AFC,es,34,"D(CL),M(L)",179,72,21(1),1861,1,3,5,-,0.3,87.6,1.6,-,1.6,1.4,0.8,0.5,2.5,0.5,0.5,-,0.5,0.3,1,-,0.1,0.5,53.1,0.2,1.4,-,6.97
Laurent Koscielny,AFC,fr,35,D(C),186,75,13(4),1330,3,-,1,-,0.3,91.9,1.5,1,1.1,1.8,0.5,0.8,4.1,0.4,0.9,-,0.1,0.1,0.8,-,0.2,0.2,52.4,-,3.5,-,6.92
Henrikh Mkhitaryan,AFC,am,31,"M(CLR),FW",177,75,19(6),1645,6,4,1,-,2,79.9,0.8,1,1.1,0.6,1.1,-,0.4,0.6,0.1,-,1.2,0.8,0.4,0.1,1,2,31.8,0.3,0.8,0.2,6.88
Sokratis,AFC,gr,32,D(CR),186,85,25,2199,1,2,12,-,0.4,89.4,2.2,-,1.7,1,1.5,0.7,4.3,0.5,0.7,-,0.2,0.2,1,-,0.2,0.3,55.5,-,4.1,-,6.82
Mesut Özil,AFC,de,32,M(CLR),180,76,20(4),1742,5,2,2,-,0.5,88.6,0.2,2,0.5,0.2,0.4,-,0.2,0.8,0.1,-,1.9,0.9,0.9,0.4,1.4,2,46.6,0.8,1.2,0.1,6.78
Rob Holding,AFC,eng,25,D(CR),189,75,9(1),807,-,-,1,-,0.2,87.5,2.1,1,1.1,1.2,0.6,0.3,3.7,0.6,0.7,-,0.2,0.3,0.2,-,0.2,0.4,61.4,-,3.4,-,6.74
Lucas Torreira,AFC,uy,24,DMC,168,64,24(10),2381,2,2,7,1,0.7,87.4,0.6,-,1.9,1.2,1.1,0.1,0.9,0.9,0.2,-,0.5,0.4,2.3,-,0.8,0.9,46.8,0.2,1.8,-,6.72
Héctor Bellerín,AFC,es,25,"D(R),M(R)",178,74,18(1),1535,-,5,3,-,0.9,84.2,1.1,-,0.8,1.1,0.8,0.2,1.7,0.4,0.3,1,0.4,0.8,0.3,0.1,0.8,1.1,41.3,0.5,1.3,0.1,6.71
Aaron Ramsey,AFC,wls,29,M(CLR),178,76,14(14),1331,4,6,-,-,1.2,82,0.5,-,1.2,0.3,0.8,-,0.1,0.6,-,-,0.9,0.4,0.7,0.1,1,1.3,27.6,0.2,0.9,-,6.70
Bernd Leno,AFC,de,28,GK,190,83,31(1),2833,-,-,-,-,-,69.2,0.2,-,-,0.1,-,-,1,0.1,-,-,-,-,0.2,-,-,-,28.8,-,4.9,-,6.68
Ainsley Maitland-Niles,AFC,eng,23,"D(LR),M(CLR)",177,71,11(5),986,1,1,1,1,0.3,78.5,0.4,1,2.1,1.2,0.5,0.1,0.7,0.9,0.3,-,0.4,1.2,0.8,0.1,1.1,1.6,28.2,0.1,0.9,-,6.64
Alex Iwobi,AFC,ng,24,AM(CLR),180,75,22(13),1976,3,6,-,-,1,77.8,0.1,-,0.8,0.3,0.2,-,0.3,0.5,-,-,1.1,1.3,0.4,0.1,1.6,2,27.2,0.3,0.8,-,6.62
Konstantinos Mavropanos,AFC,gr,22,D(C),194,88,3(1),150,-,-,1,-,0.5,92.7,0.5,-,0.3,1.8,0.5,1,1.3,-,0.3,-,0.3,0.5,-,-,-,-,34.3,-,3.3,-,6.61
Sead Kolasinac,AFC,ba,27,"D(CL),M(L)",183,85,22(2),1891,-,5,5,-,0.4,77.7,0.8,-,1.4,0.8,0.9,-,1,0.6,0.1,-,1.3,0.5,0.4,0.4,0.7,1.3,40.5,0.5,0.8,-,6.61
Matteo Guendouzi,AFC,fr,21,DMC,185,68,23(10),2144,-,-,9,-,0.5,87.7,0.5,-,1.3,0.9,0.7,0.1,0.7,0.9,0.2,-,0.5,0.7,1.9,-,0.9,0.9,48.4,-,2.4,0.2,6.55
Mohamed Elneny,AFC,eg,28,DMC,180,70,5(3),381,-,-,-,-,0.9,90.6,0.3,-,1.6,0.3,0.1,-,1,0.1,0.5,-,0.6,0.1,-,0.1,0.4,0.8,34.8,0.1,1.9,-,6.44
Danny Welbeck,AFC,eng,29,"AM(CLR),FW",185,73,1(7),148,1,1,-,-,0.5,74.1,0.9,-,0.4,0.1,0.4,-,0.1,-,-,-,0.6,0.3,0.3,-,0.4,0.6,6.8,-,0.1,-,6.39
Carl Jenkinson,AFC,eng,28,D(R),185,77,2(1),167,-,-,-,-,-,77.3,0.3,-,1,-,0.3,-,0.7,0.3,1,-,0.3,-,-,-,1,1.7,25,-,-,-,6.31
Eddie Nketiah,AFC,eng,21,FW,175,72,0(5),63,1,-,-,-,0.6,90,-,-,0.2,-,0.2,-,0.2,-,-,-,0.2,0.4,0.4,0.4,0.6,0.4,4,-,-,-,6.29
Stephan Lichtsteiner,AFC,ch,36,"D(R),M(R)",182,72,10(4),941,-,-,3,-,0.1,78.5,1.6,-,1.1,0.6,0.8,0.5,1.6,0.5,0.3,-,0.2,0.3,0.7,0.1,0.9,0.9,34.3,0.1,1,-,6.27
Denis Suárez,AFC,es,26,AM(CLR),176,69,0(4),67,-,-,-,-,-,91.2,-,-,0.3,0.3,-,-,-,1.3,-,-,-,1,0.3,-,0.3,0.8,8.5,-,-,-,6.16
Joseph Willock,AFC,eng,21,M(C),179,71,1(1),64,-,-,-,-,1,80,0.5,-,0.5,0.5,-,-,-,-,-,-,-,-,1,-,1,1.5,7.5,-,0.5,-,6.15
Bukayo Saka,AFC,eng,19,"D(L),M(L)",178,65,0(1),7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.10
James Tarkowski,BFC,eng,27,D(C),185,81,35,3087,3,1,8,-,0.6,69.5,4.8,3,2,1.2,1,0.3,6.7,0.6,1.6,-,0.1,0.2,0.9,0.1,0.3,0.7,32.4,-,3.1,-,7.11
Dwight McNeil,BFC,eng,20,M(LR),183,68,19(2),1599,3,5,2,-,1.3,75.7,1,2,1.7,0.6,0.7,-,1.5,1.5,0.1,-,1.2,1.5,0.5,-,1.1,1.5,21.6,1.6,0.9,-,7.03
Kevin Long,BFC,ie,30,D(C),188,83,5(1),513,-,1,-,-,0.2,81,3.3,-,3,1.2,0.5,0.5,5.7,1.7,0.8,-,0.2,0.2,0.8,-,0.2,-,28,-,3.5,-,6.92
Ben Mee,BFC,eng,31,D(CL),180,74,38,3420,-,2,9,-,0.6,74.9,3.9,1,1.4,1.3,0.7,0.5,6.1,0.2,1.3,2,0.2,0.2,0.5,-,0.1,0.4,39.5,0.1,4.7,-,6.86
Ashley Westwood,BFC,eng,30,DMC,175,80,31(3),2822,2,7,5,-,0.6,76.4,0.6,1,1.7,1.4,0.9,-,1.2,0.7,0.3,-,1.2,0.2,0.6,-,0.5,0.9,41.7,0.9,3,0.1,6.80
Ben Gibson,BFC,eng,27,D(CL),185,78,1,63,1,-,1,-,1,66.7,2,-,1,-,2,-,2,-,1,-,-,-,-,-,-,-,33,-,1,-,6.78
Ashley Barnes,BFC,eng,30,"AM(CL),FW",186,77,26(11),2388,12,2,8,-,1.8,59.1,3.6,2,0.8,0.1,1.5,-,0.6,0.6,0.2,1,0.6,0.2,1.8,0.6,1.1,2.3,14,-,0.4,0.1,6.75
Charlie Taylor,BFC,eng,27,"D(L),M(L)",176,70,35(3),3240,-,1,2,-,0.2,72.5,1.9,-,1.4,1.1,0.4,0.3,2.2,0.7,0.9,-,0.3,1.1,1.3,-,0.4,1,30.9,0.6,2.2,-,6.75
Jóhann Gudmundsson,BFC,is,29,AM(CLR),186,78,19(10),1749,3,6,2,-,1.1,72.5,1.1,2,0.9,1.1,0.3,-,1.1,0.6,0.1,-,1.3,0.6,0.8,0.1,1,1.4,16.9,1.3,0.6,-,6.74
Chris Wood,BFC,nz,28,FW,191,81,29(9),2596,10,2,2,-,1.6,64.8,3.5,2,0.3,0.1,0.7,-,0.7,0.3,0.1,-,0.6,0.2,0.6,1.4,1.2,2.4,15.8,0.1,0.1,0.1,6.67
Phil Bardsley,BFC,sct,35,D(LR),180,74,19,1672,-,-,9,-,0.6,69,1.7,-,1.7,1.6,1.2,0.1,3.5,0.5,0.6,1,0.4,0.2,0.6,-,0.3,0.5,29.2,0.5,1.9,-,6.66
Stephen Ward,BFC,ie,35,D(L),184,82,3,230,-,-,1,-,0.3,74.3,1.3,-,1.3,1.3,0.7,0.3,4,1,0.3,-,0.3,0.7,1,-,-,-,37.7,-,0.7,-,6.65
Matthew Lowton,BFC,eng,31,"D(LR),M(R)",180,78,19(2),1748,-,-,7,-,0.2,69,1.2,-,2.7,1.4,1,0.1,3.4,1.3,0.3,-,0.4,0.6,0.6,-,0.5,0.3,30.4,0.3,3.4,-,6.64
Sam Vokes,BFC,wls,30,FW,186,90,10(10),916,3,-,-,-,1.1,50.7,6.3,-,0.2,-,0.7,-,0.9,-,0.1,-,0.4,0.2,0.5,0.4,0.7,1.4,13.4,-,0.1,-,6.63
Tom Heaton,BFC,eng,34,GK,188,85,19,1710,-,-,3,-,0.1,46.2,0.2,-,-,-,0.1,-,0.7,0.1,-,-,0.1,0.1,0.1,-,-,-,28.5,-,9.9,-,6.61
Joe Hart,BFC,eng,33,GK,196,91,19,1710,-,-,-,-,-,45,0.2,-,-,-,-,-,0.8,0.1,-,-,0.1,-,-,-,-,0.1,29.7,-,10.8,-,6.61
Jack Cork,BFC,eng,31,DMC,183,70,37,3313,1,2,6,-,0.5,81.2,1.4,-,1.4,0.8,0.8,-,2.1,0.8,0.4,-,0.5,0.8,1,0.1,1,1.2,35.9,0.1,2.1,0.1,6.58
Aaron Lennon,BFC,eng,33,M(LR),165,63,14(2),1217,1,1,1,-,0.3,78.8,0.1,1,1.6,0.6,0.8,-,0.8,0.5,-,-,0.4,0.4,1,-,0.8,0.9,17.4,0.2,0.3,-,6.38
Jeff Hendrick,BFC,ie,28,M(CR),185,79,25(7),2071,3,-,4,-,0.6,75.3,0.5,1,0.8,0.4,0.5,-,0.8,0.7,0.2,-,0.4,0.4,0.4,0.3,0.9,1,20.6,0.1,0.7,-,6.27
Peter Crouch,BFC,eng,39,FW,201,75,0(6),86,-,-,1,-,0.8,39.3,3,-,0.2,-,0.5,-,0.3,-,-,-,-,-,-,-,-,0.5,4.7,-,-,-,6.25
Robbie Brady,BFC,ie,28,"D(L),M(CLR)",176,71,6(10),718,-,1,3,1,0.8,62.3,0.7,-,0.9,0.4,0.8,-,0.9,0.7,0.1,-,0.9,0.4,0.3,-,0.6,0.8,13.9,0.7,0.6,0.1,6.25
Steven Defour,BFC,be,32,DMC,173,65,6,452,-,-,-,-,-,81.5,-,-,1.3,1.3,0.2,-,1,1.8,0.5,-,0.3,0.2,0.3,-,0.2,0.2,41.5,-,4.2,-,6.19
Matej Vydra,BFC,cz,28,"AM(CL),FW",180,71,3(10),313,1,1,1,-,0.5,64.4,0.4,-,0.2,0.1,0.5,-,0.5,0.2,0.1,-,0.2,0.2,0.1,0.2,0.6,1.4,5.6,-,0.1,-,6.17
Lucas Digne,EFC,fr,27,"D(CL),M(L)",178,74,33(2),2966,4,4,5,1,1,76,2.6,4,2,1.7,1.1,0.3,2.7,0.5,0.3,1,2,0.4,0.9,0.1,0.9,0.9,41.6,2.4,1.7,-,7.36
Gylfi Sigurdsson,EFC,is,31,"M(CLR),FW",186,79,36(2),3134,13,6,3,-,2.3,76.2,0.5,6,1.5,0.7,0.9,-,0.6,0.8,0.1,-,1.9,1,1,0.1,0.8,2.1,26.1,1.3,0.7,0.3,7.16
Idrissa Gueye,EFC,sn,31,M(C),174,66,32(1),2826,-,2,6,-,0.6,84.3,1,2,4.3,2.2,1.6,-,1.3,1.2,0.2,-,0.5,0.7,1.2,-,0.9,1,52.8,0.1,3.2,0.1,7.14
Michael Keane,EFC,eng,27,D(CR),191,82,33,2970,1,2,2,-,0.9,80.8,5.8,2,1.2,1.3,0.7,0.8,5.5,0.4,0.7,-,0.3,0.2,0.2,-,0.1,0.3,48.3,-,3.1,-,7.13
Richarlison,EFC,br,23,"AM(CLR),FW",184,83,32(3),2679,13,1,5,1,2.4,68.5,2,3,1.4,0.5,0.9,-,1.1,0.5,0.1,-,0.6,1.1,2.1,0.5,2.6,3.2,22.7,0.1,0.6,-,6.89
Séamus Coleman,EFC,ie,32,"D(R),M(R)",177,67,29,2560,2,2,1,-,0.5,78.1,1.6,-,1.5,0.9,0.8,0.2,2.6,0.4,0.2,1,0.8,0.7,0.7,0.1,0.8,1.5,41.2,0.6,1.4,-,6.88
Jonjoe Kenny,EFC,eng,23,"D(R),M(R)",176,67,8(2),790,-,1,1,-,0.3,72,2.3,-,2.1,1.7,1,0.7,3,0.8,0.2,-,0.6,0.5,0.1,-,0.9,0.7,42.8,0.4,1.8,-,6.78
Kurt Zouma,EFC,fr,25,D(CR),190,96,29(3),2613,2,2,3,1,0.6,83.6,3.1,-,1,1.7,0.6,0.6,3.8,0.2,0.4,-,0.2,0.2,0.5,0.1,0.4,0.5,45.1,-,3.2,-,6.78
Morgan Schneiderlin,EFC,fr,30,DMC,181,75,10(4),835,-,1,2,-,0.2,88.6,1.4,1,1.7,1.1,1.5,-,1.1,0.6,0.2,-,0.6,0.1,0.5,-,0.5,0.9,38.9,0.1,1.9,0.1,6.71
André Gomes,EFC,pt,27,M(CLR),188,84,24(3),1986,1,1,7,-,0.8,84.8,1.4,-,1.4,0.7,1.8,-,0.7,1.7,0.1,-,0.2,1.5,1,-,1.9,1.3,44.4,0.1,3.5,-,6.65
Dominic Calvert-Lewin,EFC,eng,23,"AM(L),FW",187,71,19(16),1776,6,2,3,-,1.5,61.7,3.2,-,0.4,0.2,1,-,0.5,0.2,0.1,-,0.3,0.6,0.9,0.2,1.2,1.9,12.2,0.1,0.3,-,6.61
Mason Holgate,EFC,eng,23,"D(CR),M(R)",184,63,4(1),407,-,-,1,-,-,76.7,2.8,-,1,0.6,0.4,1,6.2,-,0.4,-,-,0.4,1.4,0.2,0.4,0.2,50.6,-,5.2,-,6.61
Bernard,EFC,br,28,AM(CL),166,57,25(9),2129,1,3,5,-,0.7,75.3,0.1,-,1.4,0.8,0.5,-,0.4,1.2,0.1,-,1.2,1.2,0.8,0.1,1.2,2.2,23.7,0.4,0.5,0.1,6.60
Yerry Mina,EFC,co,26,D(C),195,94,10(3),893,1,-,3,-,0.3,84.1,2.9,-,1.1,0.6,1,0.5,3.8,0.2,0.4,-,0.2,-,0.4,0.1,0.2,0.5,38.8,-,2.8,-,6.57
Theo Walcott,EFC,eng,31,"M(CLR),FW",176,68,24(13),2124,5,2,1,-,1.2,72.6,0.4,-,0.7,0.6,0.3,-,0.2,0.4,-,-,0.6,0.8,0.7,0.5,1,2.1,15.6,0.3,0.2,-,6.51
Jordan Pickford,EFC,eng,26,GK,185,77,38,3420,-,-,1,-,-,55.7,0.3,2,-,-,-,-,0.9,-,-,-,-,-,0.1,-,-,0.1,29.4,-,7.5,-,6.50
Phil Jagielka,EFC,eng,38,D(CR),180,87,4(3),330,1,-,-,1,0.1,74.5,2,-,1,0.3,0.3,0.6,1.9,0.4,-,-,0.3,-,0.4,-,-,0.3,27.4,-,1.6,-,6.48
Ademola Lookman,EFC,eng,22,"AM(CLR),FW",174,71,3(18),602,-,2,-,-,0.6,84.6,0.3,-,0.7,0.3,0.4,-,0.1,0.1,-,-,0.5,1.1,1,0.1,1.2,0.9,12,0.2,0.1,-,6.47
Cenk Tosun,EFC,tr,29,FW,183,78,10(15),1050,3,3,3,-,1.5,70.5,1.5,-,0.5,0.2,0.7,-,0.1,0.4,-,-,0.5,0.1,0.6,0.3,0.8,1.6,10.3,-,0.3,-,6.44
Tom Davies,EFC,eng,22,M(C),180,70,10(6),976,-,-,3,-,0.4,80,0.5,-,1.7,1,1.3,-,0.6,1,0.1,-,0.3,0.8,1.1,0.1,0.5,1.7,31.6,-,1.9,0.1,6.40
James McCarthy,EFC,ie,29,M(C),180,72,0(1),14,-,-,-,-,-,100,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,6.36
Leighton Baines,EFC,eng,35,"D(L),M(L)",170,74,5(1),376,-,-,-,-,0.3,82.2,0.3,-,1.3,0.3,0.3,-,1.2,0.3,-,-,0.7,-,0.2,0.2,0.2,0.2,31.8,1,1.2,-,6.29
Oumar Niasse,EFC,sn,30,FW,182,75,0(5),58,-,-,-,-,0.6,59.1,0.6,-,-,-,0.6,-,-,0.2,-,-,0.2,0.2,0.2,0.2,1.2,0.6,4.4,-,-,-,6.06
Ricardo Pereira,LC,pt,27,"D(LR),M(R)",175,70,35,3125,2,6,7,-,0.7,78,1.9,4,3.4,1.7,1.2,0.2,3,1.7,0.2,-,0.9,1.9,1.4,0.1,1,1.5,43.8,0.4,1.2,-,7.34
Onyinye Wilfred Ndidi,LC,ng,23,DMC,183,74,37(1),3299,2,-,8,-,1.4,79.9,3.4,3,3.8,2.2,1.2,0.1,2.1,1.3,0.2,-,0.6,0.9,0.6,0.1,0.9,1.5,52.2,-,2.4,0.1,7.21
James Maddison,LC,eng,23,AM(CLR),175,73,35(1),2850,7,7,3,1,2.3,83.8,0.3,3,1.3,0.3,0.7,-,0.1,1.2,0.1,-,2.8,1.4,2.2,0.1,1.1,1.3,39,1.9,2.2,0.3,7.20
Youri Tielemans,LC,be,23,M(C),176,72,13,1092,3,4,2,-,2.4,85,0.9,-,1.3,0.4,0.8,-,0.8,0.9,0.2,-,1.2,0.9,1.2,-,1.2,1.4,49.3,0.2,3.4,0.5,7.14
Ben Chilwell,LC,eng,23,"D(L),M(L)",178,77,36,3240,-,4,4,-,0.6,72.3,3.1,4,1.5,1.1,0.9,0.3,3.6,0.9,0.2,-,1.3,1.4,1.2,0.1,1.3,2,46.8,0.6,1.2,-,7.04
Harry Maguire,LC,eng,27,D(C),194,100,31,2599,3,-,6,1,1,85.6,3.8,2,1,1.2,0.6,0.8,4.9,0.2,0.6,-,0.4,0.5,0.5,0.1,0.2,0.7,56.4,-,6.2,-,7.01
Jamie Vardy,LC,eng,33,"AM(L),FW",179,74,30(4),2733,18,4,3,1,2.3,65.6,2,3,0.4,0.2,0.6,-,0.8,0.4,-,-,0.9,0.4,0.6,1.1,0.6,1.5,12.2,0.2,0.2,-,6.94
Jonny Evans,LC,nir,32,D(CL),188,77,21(3),1995,1,-,2,-,0.5,84.7,3,-,1,1.4,0.9,0.8,6.1,0.2,0.4,-,0.2,-,0.7,-,0.2,0.3,42.9,-,2.8,-,6.88
Wes Morgan,LC,jm,36,D(C),186,101,21(1),1926,3,-,1,2,0.6,80.8,4.2,1,1.2,1.5,0.8,0.7,4.7,-,0.5,-,0.1,0.1,0.3,0.1,-,0.6,40.5,-,1.6,-,6.87
Hamza Choudhury,LC,eng,23,DMC,178,64,7(2),597,-,-,-,-,0.4,84.6,0.6,-,2.7,1.7,0.8,-,1.3,0.7,0.3,-,0.6,0.2,0.2,-,0.2,0.8,26.7,0.1,1.1,-,6.76
Harvey Barnes,LC,eng,22,AM(CL),174,66,11(5),1010,1,2,-,-,2.5,77.2,0.4,-,0.6,0.2,0.4,-,0.3,0.1,0.1,-,1.1,1.9,0.4,0.1,0.9,1.8,19.4,0.2,0.1,-,6.70
Daniel Amartey,LC,gh,25,"D(CR),DMC",186,79,7(2),641,-,-,2,-,0.4,85.2,1.6,-,2,1.8,0.7,0.2,2.8,0.6,0.4,-,0.3,0.2,0.1,0.1,0.4,0.3,41.2,-,2.2,-,6.69
Marc Albrighton,LC,eng,30,M(LR),175,74,18(9),1627,2,2,3,-,0.7,65.9,0.6,-,1.3,0.9,0.4,-,0.9,0.7,0.1,-,1.1,0.7,0.7,0.1,0.9,1.3,23,0.8,1.7,-,6.68
Christian Fuchs,LC,at,34,"D(CL),M(L)",187,89,2(1),206,-,-,-,-,0.7,83.1,1,-,1.3,1.3,1,0.3,2.3,0.3,-,-,2,0.3,0.7,-,0.3,1.3,39.3,1.3,2.3,-,6.59
Danny Simpson,LC,ie,33,D(R),176,80,3(3),291,-,-,-,-,-,70.9,1.3,-,1.8,1,0.3,-,2.5,0.3,0.5,-,0.2,-,-,-,0.3,0.2,18.3,-,1.2,-,6.58
Kasper Schmeichel,LC,dk,33,GK,189,89,38,3420,-,-,3,-,-,65.5,0.3,-,-,0.1,-,-,0.8,-,-,-,-,-,0.1,-,-,-,29.4,-,9.2,-,6.54
Demarai Gray,LC,eng,24,"AM(CLR),FW",180,74,23(11),1996,4,1,2,-,1.4,77.6,0.3,-,0.7,0.3,0.4,-,0.4,0.3,-,-,0.5,1.2,0.4,0.1,1.1,1.7,19.3,0.1,0.6,-,6.51
Rachid Ghezzal,LC,dz,28,AM(CLR),182,70,8(11),739,1,-,3,-,1,79.4,0.5,-,0.7,0.4,0.7,-,0.2,0.8,0.1,-,0.8,1,0.4,-,1.1,1.2,22.2,0.8,1,0.1,6.43
Nampalys Mendy,LC,fr,28,M(C),167,73,23(8),2089,-,-,5,-,0.1,88.8,0.3,-,1.1,0.8,0.7,-,0.7,0.5,0.3,-,0.2,0.5,1.2,-,0.5,1,35.2,0.1,1.6,-,6.37
Çaglar Söyüncü,LC,tr,24,D(C),185,82,4(2),372,-,-,1,-,0.3,83.6,2.7,-,0.8,1.2,1.5,1,3.7,0.5,0.8,-,-,0.3,0.3,-,0.2,0.3,36.7,0.2,1.2,-,6.32
Kelechi Iheanacho,LC,ng,24,"AM(C),FW",185,82,9(21),931,1,3,2,-,0.6,76.4,0.5,-,0.2,0.1,0.5,-,0.1,0.1,-,-,0.4,0.3,0.2,0.3,0.7,1,9.2,-,0.2,0.1,6.22
Vicente Iborra,LC,es,32,M(C),190,80,3(5),226,-,-,-,-,0.3,86.4,1,-,0.4,1,0.8,-,0.4,0.9,-,-,0.1,-,0.1,-,0.5,-,18.4,-,2.1,0.1,6.20
Adrien Silva,LC,pt,31,M(C),175,69,1(1),88,-,-,-,-,-,86.1,-,-,1,0.5,-,-,0.5,1,-,-,-,0.5,1,-,1.5,1.5,39.5,-,3.5,-,6.20
Fousseni Diabaté,LC,ml,24,"AM(LR),FW",175,60,1,55,-,-,-,-,-,57.1,1,-,2,-,-,-,-,1,-,-,1,-,1,1,-,1,14,1,-,-,6.19
Shinji Okazaki,LC,jp,34,"AM(CLR),FW",174,70,1(20),271,-,1,-,-,0.2,74.5,0.4,-,0.2,0.1,0.3,-,-,-,-,-,-,0.1,0.2,0.1,0.3,0.9,4.5,-,0.1,-,6.10
Fabian Schär,NUFC,ch,28,D(C),188,84,22(2),2004,4,1,12,-,1,68.1,2.7,6,2.5,2.8,1.2,0.4,5.7,1.1,0.7,-,0.5,0.6,0.8,-,0.4,0.5,41.4,0.1,5.6,-,7.30
Ciaran Clark,NUFC,ie,31,D(CL),185,88,9(2),858,3,-,1,-,0.6,75,3.9,1,1.8,1.1,0.5,0.4,5.2,0.3,0.6,-,0.2,-,0.5,-,0.2,0.2,27.6,-,1.5,-,7.06
Salomón Rondón,NUFC,ve,31,FW,186,98,30(2),2609,11,7,1,-,2.8,69.9,4.6,1,0.3,0.2,0.7,-,1.2,0.6,0.1,-,1,0.6,0.8,0.6,2.4,3.1,23,0.1,0.3,0.1,7.05
Isaac Hayden,NUFC,eng,25,DMC,185,79,21(4),1864,1,4,3,1,0.9,79.4,2.2,2,2.9,1.6,1.3,0.1,1.1,0.7,0.2,-,0.9,0.5,0.6,-,1,1.3,28.8,0.2,1,0.1,6.96
Florian Lejeune,NUFC,fr,29,D(C),189,89,12,1055,-,-,-,-,0.6,76.2,2.6,-,2.1,1.8,0.9,0.3,3.7,1.1,0.4,-,0.5,0.3,0.4,-,-,0.8,46.9,0.1,6.8,0.1,6.95
Matt Ritchie,NUFC,sct,31,"D(L),M(CLR)",172,76,35(1),2940,2,8,9,-,1.1,73.1,1,1,1.9,1.4,1.5,0.1,1.7,0.8,0.3,-,1.7,0.4,1.1,-,0.5,1.3,30.5,1.9,1.6,-,6.95
Ayoze Pérez,NUFC,es,27,"AM(CLR),FW",178,72,34(3),2928,12,2,2,-,1.5,75.9,0.7,3,1.6,1.1,1.2,-,0.8,1.2,0.1,-,1.2,1.2,1.1,0.2,2.1,2.7,21.1,0.1,0.7,0.1,6.95
